Order ID,Customer Name,Email,Country,Currency,Product SKU,Product Description,Quantity,Unit Price,Total Price,Order Date,Shipping Fee,Delivery Status,Delivery Date,Payment Method,Notes,Unnamed: 0
ORD12991,John Doe,johndoe@hotmail.com,Deutschland,€,SKU-123,<b>Wireless Mouse</b>,3,$10.00,,2023-05-12,€4,Delivered,2023-05-14,PayPal,<div>Hurry</div>,4390
ORD5686,John Doe,johndoe@yahoo.com,USA,€,#SKU234,USB-C Cable,2,40,,2023-05-12,7,delivrd,2023-05-22,paypal,Excellent 👍,4391
ORD17219,Carlos Diaz,carlosdiaz@gmail.con,United States,JPY,SKU_999,<b>Wireless Mouse</b>,2 pcs,"15,00",,2023-05-12,-3,Delivered,2023-05-11,Credit Curd,Delayed! 😡,4392
ORD7653,Anna Müller,annamüller@hotmail.com,Deutschland,JPY,sku-678,Gaming Chair,2 pcs,"15,00",,2023-05-12,-3,delivrd,2023-05-22,Credit Curd,,4393
ORD18436,Anna Müller,annamüller@outlook.com,United States,€,SKU-123,<b>Wireless Mouse</b>,2 pcs,€30,,2023-05-12,$5,Cancelled,2023-05-17,Credit Curd,Delayed! 😡,4394
ORD18046,Jane Smith,janesmith@gmail.con,United States,£,SKU_999,Gaming Chair,three,40,,2023-05-12,7,delivrd,2023-05-17,Cash on deliv,<div>Hurry</div>,4395
ORD6057,Marie Curie,mariecurie@outlook.com,UK,£,SKU_999,Smartphone,-1,€30,,2023-05-12,7,Shipped,2023-05-22,PayPal,Excellent 👍,4396
ORD10114,John Doe,johndoe@yahoo.com,Germany,JPY,345,Laptop&nbsp;Bag,1,40,,2026-12-01,$5,In-transit,2026-12-06,credit card,Excellent 👍,4397
ORD13762,Carlos Diaz,carlosdiaz@hotmail.com,Deutschland,USD,345,USB-C Cable,3,twenty,,2023-05-12,7,Shipped,2023-05-17,PayPal,<div>Hurry</div>,4398
ORD10478,Carlos Diaz,carlosdiaz@gmail.con,United States,€,SKU-123,Laptop&nbsp;Bag,1,€30,,2023-05-12,5.00,Shipped,2023-05-17,paypal,Delayed! 😡,4399
ORD9577,John Doe,johndoe@yahoo.com,United States,£,SKU_999,Smartphone,three,25,,2023-05-12,$5,delivrd,2023-05-14,Cash on deliv,,4400
ORD16363,Carlos Diaz,carlosdiaz@outlook.com,United States,$,SKU-123,USB-C Cable,2 pcs,"15,00",,2023-05-12,€4,In-transit,2023-05-17,credit card,,4401
ORD8400,王伟,王伟@hotmail.com,United Kingdom,€,SKU_999,Smartphone,-1,£12.5,,2023-05-12,7,In-transit,2023-05-11,PayPal,<div>Hurry</div>,4402
ORD2026,Carlos Diaz,carlosdiaz@hotmail.com,United States,$,345,<b>Wireless Mouse</b>,2,$10.00,,2023-05-12,$5,Delivered,2023-05-11,Cash on deliv,,4403
ORD8476,Carlos Diaz,carlosdiaz@hotmail.com,Germany,USD,345,Smartphone,1,"15,00",,2023-05-12,€4,In-transit,2023-05-22,credit card,,4404
ORD14080,Anna Müller,annamüller@outlook.com,United Kingdom,£,SKU_999,<b>Wireless Mouse</b>,-1,40,,2023-05-12,7,delivrd,2023-05-17,PayPal,Delayed! 😡,4405
ORD12009,Anna Müller,annamüller@yahoo.com,Germany,£,SKU-123,Smartphone,0,40,,2023-05-12,$5,Delivered,2023-05-17,PayPal,,4406
,John Doe,johndoe@hotmail.com,United States,JPY,sku-678,Gaming Chair,1,€30,,2026-12-01,free,delivrd,2026-12-03,credit card,,4407
ORD11403,Jane Smith,janesmith@hotmail.com,United States,JPY,SKU-123,Smartphone,2,£12.5,,2023-05-12,-3,Shipped,2023-05-17,Credit Curd,Excellent 👍,4408
,John Doe,johndoe@outlook.com,Germany,USD,SKU-123,Laptop&nbsp;Bag,0,$10.00,,2023-05-12,5.00,delivrd,2023-05-11,credit card,<div>Hurry</div>,4409
ORD13340,Jane Smith,janesmith@outlook.com,USA,USD,#SKU234,Smartphone,0,"15,00",,2023-05-12,$5,delivrd,2023-05-22,PayPal,Delayed! 😡,4410
ORD4251,Marie Curie,mariecurie@outlook.com,USA,$,345,<b>Wireless Mouse</b>,2 pcs,40,,2026-12-01,7,Delivered,2026-12-11,Cash on deliv,,4411
ORD16774,John Doe,johndoe@outlook.com,Germany,$,SKU_999,Laptop&nbsp;Bag,1,25,,2026-12-01,-3,Delivered,2026-12-03,Cash on deliv,,4412
,Marie Curie,mariecurie@outlook.com,UK,€,#SKU234,USB-C Cable,1,twenty,,2023-05-12,5.00,delivrd,2023-05-11,paypal,,4413
ORD10909,Jane Smith,janesmith@outlook.com,Deutschland,£,SKU_999,Laptop&nbsp;Bag,2,40,,2023-05-12,$5,delivrd,2023-05-11,paypal,<div>Hurry</div>,4414
ORD19277,Marie Curie,mariecurie@gmail.con,United Kingdom,JPY,SKU-123,Gaming Chair,0,€30,,2023-05-12,5.00,Shipped,2023-05-11,PayPal,,4415
ORD5143,王伟,王伟@hotmail.com,United Kingdom,JPY,SKU-123,<b>Wireless Mouse</b>,3,$10.00,,2026-12-01,free,Shipped,2026-12-11,credit card,,4416
ORD13572,Anna Müller,annamüller@hotmail.com,UK,€,#SKU234,USB-C Cable,-1,"15,00",,2026-12-01,free,Cancelled,2026-12-11,PayPal,,4417
ORD16543,Anna Müller,annamüller@hotmail.com,USA,€,sku-678,Smartphone,-1,$10.00,,2023-05-12,free,In-transit,2023-05-11,paypal,Delayed! 😡,4418
ORD11710,Jane Smith,janesmith@gmail.con,UK,$,SKU_999,Laptop&nbsp;Bag,3,25,,2026-12-01,5.00,Delivered,2026-12-03,paypal,Delayed! 😡,4419
ORD14062,😊 Alex,😊alex@yahoo.com,UK,£,SKU-123,USB-C Cable,2,$10.00,,2023-05-12,€4,Delivered,2023-05-22,credit card,,4420
ORD1696,Carlos Diaz,carlosdiaz@yahoo.com,United Kingdom,$,SKU_999,Gaming Chair,3,£12.5,,2023-05-12,free,In-transit,2023-05-11,PayPal,<div>Hurry</div>,4421
ORD18439,John Doe,johndoe@yahoo.com,Germany,$,sku-678,USB-C Cable,1,twenty,,2023-05-12,free,Shipped,2023-05-17,Cash on deliv,Excellent 👍,4422
,Marie Curie,mariecurie@outlook.com,USA,USD,SKU-123,Smartphone,-1,€30,,2023-05-12,7,In-transit,2023-05-14,Credit Curd,Delayed! 😡,4423
ORD8521,Carlos Diaz,carlosdiaz@yahoo.com,UK,£,345,Gaming Chair,-1,£12.5,,2023-05-12,5.00,In-transit,2023-05-17,Cash on deliv,,4424
ORD11802,Anna Müller,annamüller@hotmail.com,Germany,€,345,Gaming Chair,2 pcs,40,,2023-05-12,free,In-transit,2023-05-17,PayPal,,4425
ORD6819,Jane Smith,janesmith@outlook.com,United Kingdom,€,#SKU234,Laptop&nbsp;Bag,1,twenty,,2023-05-12,7,In-transit,2023-05-11,Credit Curd,,4426
ORD6268,Marie Curie,mariecurie@outlook.com,United Kingdom,USD,345,Gaming Chair,2 pcs,"15,00",,2023-05-12,free,delivrd,2023-05-22,paypal,<div>Hurry</div>,4427
ORD10707,Carlos Diaz,carlosdiaz@gmail.con,DE,€,345,USB-C Cable,1,twenty,,2023-05-12,free,Cancelled,2023-05-11,paypal,,4428
ORD10054,Marie Curie,mariecurie@gmail.con,Germany,JPY,#SKU234,Gaming Chair,-1,40,,2026-12-01,free,Cancelled,2026-12-11,Credit Curd,Excellent 👍,4429
,Marie Curie,mariecurie@yahoo.com,Germany,€,sku-678,Gaming Chair,2 pcs,$10.00,,2023-05-12,free,delivrd,2023-05-11,credit card,Excellent 👍,4430
ORD15626,王伟,王伟@gmail.con,United Kingdom,€,sku-678,<b>Wireless Mouse</b>,-1,$10.00,,2023-05-12,5.00,Delivered,2023-05-22,credit card,<div>Hurry</div>,4431
ORD19136,Anna Müller,annamüller@yahoo.com,Germany,USD,SKU_999,Laptop&nbsp;Bag,three,twenty,,2023-05-12,-3,In-transit,2023-05-11,PayPal,Delayed! 😡,4432
ORD6974,王伟,王伟@outlook.com,Deutschland,JPY,#SKU234,Laptop&nbsp;Bag,2,40,,2023-05-12,$5,delivrd,2023-05-11,credit card,<div>Hurry</div>,4433
ORD5138,Marie Curie,mariecurie@yahoo.com,Deutschland,JPY,SKU_999,Laptop&nbsp;Bag,three,"15,00",,2023-05-12,7,Shipped,2023-05-17,paypal,,4434
ORD10514,王伟,王伟@outlook.com,Deutschland,$,SKU_999,USB-C Cable,three,25,,2026-12-01,€4,Delivered,2026-12-06,Cash on deliv,<div>Hurry</div>,4435
ORD18211,Marie Curie,mariecurie@gmail.con,Germany,JPY,#SKU234,USB-C Cable,2,£12.5,,2023-05-12,-3,Delivered,2023-05-22,credit card,<div>Hurry</div>,4436
ORD11283,Anna Müller,annamüller@outlook.com,DE,€,#SKU234,Gaming Chair,three,$10.00,,2023-05-12,-3,delivrd,2023-05-22,Credit Curd,,4437
ORD1874,王伟,王伟@yahoo.com,UK,USD,SKU_999,<b>Wireless Mouse</b>,1,€30,,2023-05-12,5.00,Delivered,2023-05-22,Cash on deliv,Excellent 👍,4438
ORD15434,Marie Curie,mariecurie@gmail.con,United States,USD,SKU-123,USB-C Cable,1,twenty,,2023-05-12,5.00,delivrd,2023-05-17,paypal,<div>Hurry</div>,4439
ORD6472,😊 Alex,😊alex@gmail.con,United States,USD,345,USB-C Cable,0,twenty,,2023-05-12,€4,Shipped,2023-05-11,paypal,,4440
ORD13691,王伟,王伟@hotmail.com,United States,$,#SKU234,USB-C Cable,three,40,,2023-05-12,$5,In-transit,2023-05-17,paypal,<div>Hurry</div>,4441
ORD3403,😊 Alex,😊alex@gmail.con,USA,JPY,SKU_999,<b>Wireless Mouse</b>,three,twenty,,2026-12-01,€4,delivrd,2026-12-03,PayPal,Delayed! 😡,4442
ORD6945,Marie Curie,mariecurie@gmail.con,USA,JPY,#SKU234,USB-C Cable,1,€30,,2023-05-12,5.00,Delivered,2023-05-14,credit card,Excellent 👍,4443
ORD9880,Jane Smith,janesmith@gmail.con,USA,JPY,SKU_999,Gaming Chair,3,£12.5,,2023-05-12,-3,Cancelled,2023-05-17,Credit Curd,,4444
ORD17235,😊 Alex,😊alex@yahoo.com,UK,€,SKU-123,Gaming Chair,-1,€30,,2023-05-12,5.00,Cancelled,2023-05-22,PayPal,Excellent 👍,4445
ORD9650,Marie Curie,mariecurie@outlook.com,UK,USD,345,Gaming Chair,three,"15,00",,2023-05-12,7,Shipped,2023-05-17,PayPal,<div>Hurry</div>,4446
ORD16555,Marie Curie,mariecurie@hotmail.com,United States,€,sku-678,Laptop&nbsp;Bag,-1,25,,2026-12-01,free,In-transit,2026-12-11,PayPal,,4447
ORD19079,王伟,王伟@yahoo.com,USA,£,345,Smartphone,3,$10.00,,2023-05-12,€4,Delivered,2023-05-11,credit card,,4448
ORD12239,Jane Smith,janesmith@yahoo.com,United States,€,SKU_999,Gaming Chair,2 pcs,twenty,,2023-05-12,€4,Cancelled,2023-05-14,Cash on deliv,,4449
ORD2432,Marie Curie,mariecurie@gmail.con,Germany,USD,sku-678,<b>Wireless Mouse</b>,2 pcs,"15,00",,2026-12-01,7,delivrd,2026-11-30,Cash on deliv,,4450
ORD5340,Jane Smith,janesmith@hotmail.com,Germany,€,SKU_999,Gaming Chair,three,"15,00",,2023-05-12,5.00,In-transit,2023-05-17,Cash on deliv,<div>Hurry</div>,4451
ORD15032,王伟,王伟@hotmail.com,UK,$,SKU-123,Smartphone,1,"15,00",,2026-12-01,5.00,Shipped,2026-12-06,paypal,Delayed! 😡,4452
ORD5284,王伟,王伟@gmail.con,UK,$,#SKU234,Gaming Chair,3,£12.5,,2026-12-01,7,Cancelled,2026-12-03,credit card,Delayed! 😡,4453
ORD11807,Anna Müller,annamüller@yahoo.com,USA,USD,345,<b>Wireless Mouse</b>,2,$10.00,,2026-12-01,-3,Cancelled,2026-12-11,Credit Curd,Delayed! 😡,4454
ORD17988,Marie Curie,mariecurie@yahoo.com,Germany,€,SKU-123,Gaming Chair,2 pcs,$10.00,,2023-05-12,free,In-transit,2023-05-17,PayPal,Delayed! 😡,4455
ORD5728,王伟,王伟@yahoo.com,Deutschland,£,345,Smartphone,three,40,,2023-05-12,5.00,Cancelled,2023-05-22,Cash on deliv,Delayed! 😡,4456
ORD6460,Jane Smith,janesmith@gmail.con,United Kingdom,JPY,sku-678,<b>Wireless Mouse</b>,3,25,,2026-12-01,7,Delivered,2026-11-30,Cash on deliv,<div>Hurry</div>,4457
ORD8669,John Doe,johndoe@gmail.con,USA,$,SKU_999,Gaming Chair,-1,40,,2023-05-12,€4,Cancelled,2023-05-17,credit card,,4458
ORD16538,😊 Alex,😊alex@hotmail.com,United Kingdom,USD,SKU_999,Smartphone,1,40,,2026-12-01,-3,Shipped,2026-12-06,paypal,Delayed! 😡,4459
ORD1818,Anna Müller,annamüller@gmail.con,DE,JPY,SKU-123,<b>Wireless Mouse</b>,2,25,,2023-05-12,€4,In-transit,2023-05-22,Credit Curd,,4460
,Jane Smith,janesmith@outlook.com,United States,JPY,#SKU234,Gaming Chair,three,40,,2023-05-12,€4,delivrd,2023-05-22,Credit Curd,<div>Hurry</div>,4461
ORD6028,Anna Müller,annamüller@hotmail.com,United States,$,345,USB-C Cable,0,$10.00,,2026-12-01,$5,delivrd,2026-11-30,Cash on deliv,,4462
ORD11604,John Doe,johndoe@yahoo.com,Deutschland,€,sku-678,Gaming Chair,-1,"15,00",,2026-12-01,$5,Delivered,2026-12-03,credit card,,4463
ORD3790,Carlos Diaz,carlosdiaz@gmail.con,United States,€,#SKU234,<b>Wireless Mouse</b>,2 pcs,£12.5,,2026-12-01,free,Delivered,2026-12-11,credit card,Excellent 👍,4464
ORD7914,😊 Alex,😊alex@yahoo.com,UK,USD,SKU-123,Smartphone,2 pcs,twenty,,2023-05-12,free,In-transit,2023-05-11,PayPal,Excellent 👍,4465
ORD19537,王伟,王伟@gmail.con,Germany,$,SKU-123,<b>Wireless Mouse</b>,2,25,,2023-05-12,$5,In-transit,2023-05-14,Credit Curd,<div>Hurry</div>,4466
ORD14322,Carlos Diaz,carlosdiaz@hotmail.com,United States,JPY,SKU_999,Laptop&nbsp;Bag,three,€30,,2023-05-12,-3,delivrd,2023-05-22,Credit Curd,Delayed! 😡,4467
ORD9356,John Doe,johndoe@yahoo.com,United Kingdom,£,SKU_999,<b>Wireless Mouse</b>,2,€30,,2026-12-01,$5,Shipped,2026-11-30,Cash on deliv,<div>Hurry</div>,4468
,王伟,王伟@yahoo.com,UK,$,sku-678,<b>Wireless Mouse</b>,3,"15,00",,2023-05-12,free,In-transit,2023-05-11,Cash on deliv,,4469
,😊 Alex,😊alex@outlook.com,Germany,JPY,SKU_999,Laptop&nbsp;Bag,-1,"15,00",,2023-05-12,5.00,In-transit,2023-05-14,credit card,Delayed! 😡,4470
ORD14679,Jane Smith,janesmith@outlook.com,UK,$,SKU_999,Smartphone,3,$10.00,,2026-12-01,$5,In-transit,2026-11-30,paypal,,4471
,Jane Smith,janesmith@hotmail.com,Deutschland,USD,#SKU234,Laptop&nbsp;Bag,2,£12.5,,2023-05-12,free,Cancelled,2023-05-14,Cash on deliv,Excellent 👍,4472
,王伟,王伟@hotmail.com,Deutschland,JPY,SKU-123,Gaming Chair,-1,€30,,2023-05-12,€4,In-transit,2023-05-14,Credit Curd,Delayed! 😡,4473
ORD2766,Anna Müller,annamüller@gmail.con,Deutschland,€,SKU_999,<b>Wireless Mouse</b>,2,$10.00,,2023-05-12,-3,Shipped,2023-05-22,paypal,<div>Hurry</div>,4474
ORD11569,Carlos Diaz,carlosdiaz@gmail.con,Deutschland,USD,sku-678,<b>Wireless Mouse</b>,2 pcs,$10.00,,2023-05-12,$5,In-transit,2023-05-22,Credit Curd,Excellent 👍,4475
ORD5274,Anna Müller,annamüller@hotmail.com,Deutschland,JPY,345,<b>Wireless Mouse</b>,3,€30,,2023-05-12,-3,Cancelled,2023-05-17,credit card,Delayed! 😡,4476
ORD17721,王伟,王伟@hotmail.com,UK,$,345,USB-C Cable,0,$10.00,,2023-05-12,5.00,Shipped,2023-05-17,paypal,,4477
ORD5487,Carlos Diaz,carlosdiaz@yahoo.com,Germany,$,SKU-123,<b>Wireless Mouse</b>,2 pcs,$10.00,,2023-05-12,$5,Cancelled,2023-05-14,Credit Curd,<div>Hurry</div>,4478
ORD12889,😊 Alex,😊alex@gmail.con,USA,€,sku-678,Laptop&nbsp;Bag,three,$10.00,,2023-05-12,free,Delivered,2023-05-22,PayPal,<div>Hurry</div>,4479
,😊 Alex,😊alex@yahoo.com,DE,$,SKU-123,USB-C Cable,3,25,,2023-05-12,$5,Shipped,2023-05-11,PayPal,Excellent 👍,4480
ORD15586,王伟,王伟@gmail.con,Deutschland,£,SKU-123,USB-C Cable,-1,€30,,2023-05-12,5.00,delivrd,2023-05-17,PayPal,<div>Hurry</div>,4481
ORD10726,Anna Müller,annamüller@hotmail.com,United Kingdom,USD,SKU-123,Smartphone,2,$10.00,,2023-05-12,$5,In-transit,2023-05-14,Credit Curd,<div>Hurry</div>,4482
ORD8124,Anna Müller,annamüller@outlook.com,Deutschland,€,SKU-123,Gaming Chair,1,€30,,2023-05-12,7,Cancelled,2023-05-22,PayPal,,4483
ORD5339,Carlos Diaz,carlosdiaz@yahoo.com,Germany,USD,SKU-123,<b>Wireless Mouse</b>,0,"15,00",,2026-12-01,5.00,In-transit,2026-12-11,Credit Curd,Excellent 👍,4484
ORD2282,😊 Alex,😊alex@outlook.com,USA,£,345,Smartphone,2 pcs,twenty,,2023-05-12,€4,Cancelled,2023-05-22,credit card,Excellent 👍,4485
ORD3670,Carlos Diaz,carlosdiaz@gmail.con,Deutschland,JPY,SKU-123,<b>Wireless Mouse</b>,0,£12.5,,2023-05-12,-3,Shipped,2023-05-17,Cash on deliv,,4486
ORD9626,Jane Smith,janesmith@yahoo.com,Deutschland,JPY,sku-678,<b>Wireless Mouse</b>,2 pcs,25,,2023-05-12,$5,Cancelled,2023-05-22,Credit Curd,Excellent 👍,4487
ORD12086,😊 Alex,😊alex@outlook.com,UK,$,SKU-123,Laptop&nbsp;Bag,-1,25,,2023-05-12,$5,Shipped,2023-05-22,credit card,Excellent 👍,4488
ORD16130,王伟,王伟@hotmail.com,United Kingdom,JPY,SKU_999,Gaming Chair,1,twenty,,2023-05-12,free,delivrd,2023-05-22,PayPal,,4489
,Anna Müller,annamüller@yahoo.com,Deutschland,USD,SKU_999,<b>Wireless Mouse</b>,0,25,,2023-05-12,5.00,Delivered,2023-05-11,paypal,Excellent 👍,4490
ORD7498,Carlos Diaz,carlosdiaz@yahoo.com,United Kingdom,JPY,#SKU234,Laptop&nbsp;Bag,3,twenty,,2026-12-01,5.00,delivrd,2026-12-11,Cash on deliv,Excellent 👍,4491
ORD18306,John Doe,johndoe@yahoo.com,DE,$,345,Smartphone,2,25,,2023-05-12,-3,Delivered,2023-05-14,credit card,,4492
ORD7549,😊 Alex,😊alex@outlook.com,Germany,£,sku-678,Smartphone,2,25,,2026-12-01,$5,Delivered,2026-12-06,PayPal,,4493
ORD2140,Anna Müller,annamüller@outlook.com,United Kingdom,USD,345,Smartphone,2 pcs,25,,2023-05-12,-3,Shipped,2023-05-11,Credit Curd,Delayed! 😡,4494
ORD6367,John Doe,johndoe@gmail.con,United States,€,SKU_999,Gaming Chair,1,$10.00,,2023-05-12,7,Shipped,2023-05-14,Credit Curd,,4495
ORD15766,Anna Müller,annamüller@hotmail.com,Germany,£,SKU_999,Smartphone,-1,25,,2023-05-12,-3,Delivered,2023-05-17,credit card,Delayed! 😡,4496
ORD17867,Jane Smith,janesmith@yahoo.com,DE,USD,#SKU234,Laptop&nbsp;Bag,2,"15,00",,2023-05-12,$5,In-transit,2023-05-14,Credit Curd,Excellent 👍,4497
ORD9083,😊 Alex,😊alex@gmail.con,UK,JPY,SKU-123,Laptop&nbsp;Bag,3,$10.00,,2023-05-12,$5,Cancelled,2023-05-22,Credit Curd,,4498
ORD8265,Marie Curie,mariecurie@hotmail.com,Germany,£,#SKU234,Smartphone,2 pcs,twenty,,2026-12-01,free,Cancelled,2026-12-06,Cash on deliv,<div>Hurry</div>,4499
ORD1213,Anna Müller,annamüller@hotmail.com,USA,$,sku-678,Laptop&nbsp;Bag,0,twenty,,2023-05-12,5.00,Shipped,2023-05-14,credit card,,4500
ORD10337,Anna Müller,annamüller@gmail.con,DE,$,#SKU234,Laptop&nbsp;Bag,three,"15,00",,2023-05-12,free,Shipped,2023-05-17,Cash on deliv,Excellent 👍,4501
ORD10472,王伟,王伟@hotmail.com,DE,€,sku-678,USB-C Cable,2 pcs,£12.5,,2023-05-12,$5,delivrd,2023-05-17,Cash on deliv,Excellent 👍,4502
ORD5236,Carlos Diaz,carlosdiaz@hotmail.com,Deutschland,$,SKU_999,Gaming Chair,3,€30,,2023-05-12,7,delivrd,2023-05-22,Credit Curd,,4503
ORD19910,Carlos Diaz,carlosdiaz@yahoo.com,United States,$,SKU-123,<b>Wireless Mouse</b>,2,€30,,2023-05-12,free,delivrd,2023-05-14,paypal,Excellent 👍,4504
ORD16212,😊 Alex,😊alex@gmail.con,DE,£,SKU-123,Laptop&nbsp;Bag,0,£12.5,,2023-05-12,free,Delivered,2023-05-17,credit card,,4505
ORD13821,Marie Curie,mariecurie@yahoo.com,UK,£,#SKU234,USB-C Cable,2 pcs,twenty,,2026-12-01,$5,delivrd,2026-12-03,Credit Curd,Excellent 👍,4506
ORD14974,Jane Smith,janesmith@hotmail.com,DE,JPY,345,USB-C Cable,3,25,,2023-05-12,5.00,Shipped,2023-05-11,PayPal,,4507
ORD2464,Carlos Diaz,carlosdiaz@yahoo.com,USA,USD,sku-678,Gaming Chair,three,"15,00",,2023-05-12,-3,Shipped,2023-05-17,Credit Curd,,4508
ORD10274,Jane Smith,janesmith@hotmail.com,Deutschland,£,SKU-123,Smartphone,-1,£12.5,,2023-05-12,€4,Delivered,2023-05-11,credit card,<div>Hurry</div>,4509
,Marie Curie,mariecurie@outlook.com,Germany,€,SKU_999,<b>Wireless Mouse</b>,0,25,,2023-05-12,7,Delivered,2023-05-22,Cash on deliv,<div>Hurry</div>,4510
ORD12877,王伟,王伟@hotmail.com,Germany,£,sku-678,Smartphone,1,£12.5,,2023-05-12,7,Cancelled,2023-05-17,PayPal,Excellent 👍,4511
ORD18811,Anna Müller,annamüller@outlook.com,United States,JPY,SKU_999,Gaming Chair,2 pcs,€30,,2023-05-12,7,delivrd,2023-05-11,PayPal,<div>Hurry</div>,4512
ORD4221,John Doe,johndoe@hotmail.com,DE,$,SKU-123,Smartphone,0,twenty,,2023-05-12,free,In-transit,2023-05-22,PayPal,<div>Hurry</div>,4513
ORD2662,王伟,王伟@yahoo.com,United Kingdom,USD,SKU-123,<b>Wireless Mouse</b>,2,40,,2023-05-12,5.00,Cancelled,2023-05-22,credit card,Delayed! 😡,4514
ORD1475,Marie Curie,mariecurie@gmail.con,Germany,USD,#SKU234,Smartphone,3,twenty,,2023-05-12,7,delivrd,2023-05-11,Credit Curd,<div>Hurry</div>,4515
ORD10387,王伟,王伟@gmail.con,United States,$,SKU-123,Laptop&nbsp;Bag,3,twenty,,2023-05-12,5.00,In-transit,2023-05-17,Cash on deliv,,4516
ORD2246,Anna Müller,annamüller@yahoo.com,DE,€,sku-678,Gaming Chair,0,$10.00,,2023-05-12,5.00,delivrd,2023-05-11,credit card,Excellent 👍,4517
ORD11452,王伟,王伟@gmail.con,Deutschland,$,sku-678,<b>Wireless Mouse</b>,three,25,,2026-12-01,-3,delivrd,2026-12-11,credit card,<div>Hurry</div>,4518
ORD19266,Anna Müller,annamüller@gmail.con,Deutschland,$,#SKU234,Laptop&nbsp;Bag,-1,25,,2023-05-12,free,Shipped,2023-05-17,PayPal,Delayed! 😡,4519
,John Doe,johndoe@outlook.com,United Kingdom,£,345,Gaming Chair,-1,40,,2023-05-12,5.00,Cancelled,2023-05-11,PayPal,,4520
ORD1241,John Doe,johndoe@yahoo.com,Germany,USD,#SKU234,<b>Wireless Mouse</b>,2,twenty,,2023-05-12,-3,Shipped,2023-05-11,Cash on deliv,,4521
,Carlos Diaz,carlosdiaz@yahoo.com,Germany,$,SKU-123,Laptop&nbsp;Bag,3,40,,2023-05-12,$5,Shipped,2023-05-11,credit card,,4522
ORD2411,😊 Alex,😊alex@gmail.con,UK,£,#SKU234,Smartphone,1,25,,2023-05-12,7,delivrd,2023-05-22,credit card,Delayed! 😡,4523
ORD6559,😊 Alex,😊alex@yahoo.com,United Kingdom,USD,sku-678,Smartphone,2,40,,2023-05-12,7,Shipped,2023-05-11,Cash on deliv,Excellent 👍,4524
ORD1500,王伟,王伟@outlook.com,United States,€,#SKU234,Laptop&nbsp;Bag,-1,40,,2023-05-12,-3,Cancelled,2023-05-11,credit card,Delayed! 😡,4525
ORD6481,😊 Alex,😊alex@hotmail.com,United Kingdom,£,SKU-123,Gaming Chair,1,$10.00,,2026-12-01,€4,Shipped,2026-11-30,Credit Curd,Excellent 👍,4526
ORD4512,Carlos Diaz,carlosdiaz@outlook.com,DE,JPY,345,USB-C Cable,1,£12.5,,2023-05-12,€4,delivrd,2023-05-11,Cash on deliv,,4527
ORD9603,John Doe,johndoe@outlook.com,DE,$,SKU-123,USB-C Cable,three,£12.5,,2026-12-01,free,Shipped,2026-11-30,paypal,,4528
ORD13972,John Doe,johndoe@outlook.com,UK,USD,SKU_999,<b>Wireless Mouse</b>,2,25,,2023-05-12,-3,delivrd,2023-05-11,PayPal,,4529
ORD12756,😊 Alex,😊alex@yahoo.com,Deutschland,$,sku-678,Smartphone,2 pcs,40,,2026-12-01,$5,In-transit,2026-12-03,PayPal,,4530
,王伟,王伟@gmail.con,Germany,$,SKU_999,USB-C Cable,-1,25,,2023-05-12,$5,In-transit,2023-05-22,paypal,Excellent 👍,4531
ORD9292,Carlos Diaz,carlosdiaz@yahoo.com,United Kingdom,USD,#SKU234,Gaming Chair,-1,40,,2023-05-12,5.00,Delivered,2023-05-17,credit card,,4532
ORD17621,Marie Curie,mariecurie@outlook.com,United Kingdom,USD,SKU_999,Gaming Chair,2 pcs,"15,00",,2023-05-12,7,Delivered,2023-05-22,paypal,,4533
ORD13015,王伟,王伟@hotmail.com,DE,USD,SKU_999,USB-C Cable,0,25,,2023-05-12,5.00,Shipped,2023-05-14,paypal,,4534
ORD16235,王伟,王伟@yahoo.com,UK,USD,345,Gaming Chair,2,25,,2023-05-12,7,delivrd,2023-05-17,paypal,<div>Hurry</div>,4535
,Anna Müller,annamüller@hotmail.com,DE,€,sku-678,Smartphone,0,25,,2026-12-01,-3,In-transit,2026-12-11,PayPal,,4536
ORD6381,Jane Smith,janesmith@hotmail.com,Deutschland,USD,sku-678,Laptop&nbsp;Bag,1,$10.00,,2023-05-12,-3,delivrd,2023-05-17,paypal,Excellent 👍,4537
ORD2423,Anna Müller,annamüller@yahoo.com,Germany,£,#SKU234,USB-C Cable,three,£12.5,,2023-05-12,-3,Delivered,2023-05-11,Cash on deliv,<div>Hurry</div>,4538
ORD10049,王伟,王伟@hotmail.com,Germany,€,sku-678,<b>Wireless Mouse</b>,2,£12.5,,2023-05-12,7,Shipped,2023-05-11,paypal,Delayed! 😡,4539
ORD14901,John Doe,johndoe@hotmail.com,United Kingdom,USD,SKU_999,Smartphone,2 pcs,40,,2023-05-12,-3,Cancelled,2023-05-11,Credit Curd,Excellent 👍,4540
ORD4003,Carlos Diaz,carlosdiaz@hotmail.com,UK,USD,sku-678,USB-C Cable,2 pcs,£12.5,,2023-05-12,free,In-transit,2023-05-17,credit card,<div>Hurry</div>,4541
ORD7621,John Doe,johndoe@hotmail.com,USA,€,SKU-123,USB-C Cable,1,£12.5,,2026-12-01,-3,In-transit,2026-12-11,PayPal,,4542
